,16,1,HC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HC,16.34222341,6.029436605,3.233630941,15.91306984,28.454232,5.377423478,6.327539862,5.353915638,19.30807386,36.83079586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,HC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HC,16.12052873,5.979023549,3.198546778,15.98160218,28.60254269,5.87060729,6.372628474,5.220575254,19.2493521,36.88004567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC,64,,CC,53.66092,16.569716,7.93685,25.758961,44.864917,28.016708,24.947002,23.356659,57.366486,94.160603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CC,49.882666,15.677138,8.045763,23.748957,45.56784,37.348386,25.803993,24.645759,49.33469,94.673352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CC,66.666256,22.813528,15.237461,46.318337,70.423718,39.234608,25.79857,34.090545,91.627809,162.705983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CC,57.792315,20.590655,15.902453,46.163051,67.497427,33.463469,28.421042,34.35044,92.47811,161.798823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CC,114.116757,36.935975,30.39947,92.725495,151.499893,31.961363,38.008778,57.523614,171.314277,296.36616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CC,115.617952,37.213355,30.329632,93.635008,148.389656,32.558719,38.143442,57.936339,172.42838,295.962952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,64,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CC,30.99454739,9.570667962,4.58432456,14.87837587,25.91397606,16.18245054,14.40938836,13.49080624,33.13488231,54.38716429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CC,28.81222788,9.055114909,4.647232709,13.71739756,26.31998438,21.57242775,14.90438636,14.2353904,28.49571694,54.68332812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32,1,CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CC,19.25321473,6.588546886,4.400578737,13.37673573,20.33836976,11.33095479,7.450627016,9.845349396,26.46211124,46.98948789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CC,16.69042057,5.946581164,4.592628426,13.33188913,19.49325692,9.664249847,8.20799693,9.920407072,26.70767817,46.72750008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16,1,CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CC,16.47845971,5.33355479,4.389683468,13.38956148,21.87658455,4.615220817,5.488467543,8.306409862,24.7377816,42.7952735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CC,16.69523227,5.373608462,4.379598861,13.52089516,21.42746633,4.701479024,5.507913025,8.366007352,24.89865807,42.73705027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC8,64,,CC8,45.460861,12.856728,8.295176,21.839945,39.876005,23.251055,15.585367,21.806963,44.000001,93.22468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CC8,40.863704,12.92676,8.969722,21.475045,39.960149,28.501408,15.100032,21.804279,42.490148,89.149448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CC8,54.658605,21.792233,16.455031,41.928264,54.181317,32.344736,19.003434,30.286265,83.105323,153.454466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CC8,55.484928,20.282735,16.353123,41.787421,54.121385,30.275088,19.888786,30.173808,83.219806,153.501627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CC8,111.884185,41.27755,32.73211,89.488866,121.70764,31.405013,27.348266,41.255949,157.921648,295.815306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CC8,111.660303,41.087646,35.140187,90.117491,121.840439,35.67749,27.250289,41.241149,157.83474,294.054028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,64,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CC8,24.25791543,6.860350061,4.426305914,11.65379465,21.27783627,12.40676295,8.316351831,11.63619546,23.47840053,49.74468925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,CC8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CC8,21.80487245,6.897719136,4.786243659,11.45908401,21.32273551,15.20835131,8.057377075,11.63476327,22.67274297,47.57014545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32,1,CC8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CC8,14.58291581,5.814167764,4.390202271,11.18646084,14.45557538,8.629575565,5.070116191,8.080375502,22.17250018,40.94165153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,CC8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CC8,14.80337879,5.411433698,4.363013216,11.14888392,14.43958552,8.077393478,5.306328105,8.050371974,22.20304424,40.95423408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16,1,CC8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CC8,14.92535028,5.50642517,4.366463474,11.93781472,16.23579918,4.189428734,3.648258684,5.503543597,21.06674784,39.46176182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,CC8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CC8,14.89548442,5.481091976,4.687700946,12.0216733,16.25351456,4.759377166,3.635188553,5.501569277,21.05515432,39.22680734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cost,,,14.58291581,5.33355479,3.198546778,10.94245792,14.43958552,4.189428734,3.635188553,5.220575254,19.2493521,36.83079586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CC8,CC,HC,HC,CC8,CC8,CC8,HC,HC,HC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Next least cost,,,14.80337879,5.373608462,3.206027923,11.14888392,14.45557538,4.615220817,3.648258684,5.353915638,19.30807386,36.88004567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Type,,,CC8,CC,HC,CC8,CC8,CC,CC8,HC,HC,HC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Next least cost,,,14.89548442,5.411433698,3.233630941,11.18646084,16.23579918,4.701479024,5.070116191,5.501569277,21.05515432,39.22680734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Type,,,CC8,CC8,HC,CC8,CC8,CC,CC8,CC8,CC8,CC8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Next least cost,,,14.92535028,5.481091976,3.233647501,11.45908401,16.25351456,4.759377166,5.306328105,5.503543597,21.06674784,39.46176182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Type,,,CC8,CC8,HC,CC8,CC8,CC8,CC8,CC8,CC8,CC8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Next least cost,,,16.12052873,5.50642517,3.236131648,11.65379465,19.49325692,5.377423478,5.488467543,6.23065687,22.17250018,40.94165153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Type,,,HC,HC,HC,CC8,CC8,HC,CC,CC,CC8,CC8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Next least cost,,,16.34222341,5.979023549,3.402813715,11.74995119,21.32273551,8.077393478,6.327539862,6.321835936,22.20304424,40.95423408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Type,,,HC,CC8,HC,HC,CC,HC,CC,HC,CC8,CC8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Time,,,40.863704,12.856728,7.93685,21.475045,39.876005,23.251055,15.100032,21.804279,42.490148,89.149448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CC8,CC8,CC,CC8,CC8,CC8,CC8,CC8,CC8,CC8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Next least time,,,45.460861,12.92676,8.045763,21.839945,39.960149,28.016708,15.585367,21.806963,44.000001,93.22468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Type,,,CC8,CC8,CC,CC8,CC8,CC,CC8,CC8,CC8,CC8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Next least time,,,49.882666,15.677138,8.295176,23.748957,44.864917,28.501408,19.003434,23.356659,49.33469,94.160603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Type,,,CC,CC,CC8,CC,CC,CC8,CC8,CC,CC,CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Next least time,,,53.66092,16.569716,8.969722,25.758961,45.56784,30.275088,19.888786,24.645759,57.366486,94.673352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Type,,,CC,CC,CC8,CC,CC,CC8,CC8,CC,CC,CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Next least time,,,54.658605,20.282735,10.983857,37.168675,54.121385,31.405013,24.947002,30.173808,83.105323,153.454466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Type,,,CC8,CC8,HC,HC,CC8,CC8,CC,CC8,CC8,CC8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
